-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/1981 through 01/01/2022 ,,,,,,,
Location: Latitude  32.756   Longitude -97.3225 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 254.24 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,
PS              MERRA-2 Surface Pressure (kPa) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,Day,T2M,RH2M,PRECTOTCORR,WS2M,PS
1984,9,26,13.21,73.56,2.84,3.68,99.44
1984,9,27,16.36,70.5,0.75,1.62,99.18
1984,9,28,13.48,72.88,2.49,4.1,99.54
1984,9,29,12.48,53.75,0.01,3.75,99.66
1984,9,30,12.26,48.44,0,1.94,99.53
1984,10,1,14.3,46.75,0.34,2.41,99.39
1984,10,2,17.25,47.19,0.29,3.24,99.15
1984,10,3,18.87,64.5,0.63,3.12,98.8
1984,10,4,21.01,69.12,1.61,4.22,98.42
1984,10,5,22.95,75.19,2.64,4.09,98.29
1984,10,6,22.92,89.69,12.26,3.02,98.52
1984,10,7,23.91,69.5,2.41,1.35,98.81
1984,10,8,22.8,59.38,2.77,1.36,98.81
1984,10,9,21.32,71.12,1.34,2.26,98.68
1984,10,10,21.56,73.12,3.08,1.03,98.81
1984,10,11,20.37,85.31,10.28,2.27,98.95
1984,10,12,22.73,82,6.47,3.5,98.62
1984,10,13,21.48,90.81,6.23,3.38,98.3
1984,10,14,18.74,80.62,0.66,2.49,97.49
1984,10,15,17.72,67.62,0.02,2.69,97.52
1984,10,16,20.76,60.62,5.72,4.8,97.84
1984,10,17,15.23,60.69,0.01,2.8,98.78
1984,10,18,22.23,69,2.43,4.17,98
1984,10,19,15.05,53.38,8.56,2.41,98.49
1984,10,20,18.44,88.06,29.97,4.09,97.64
1984,10,21,11.86,86.44,6.87,3.07,98.48
1984,10,22,11.73,84.38,5.67,3.73,99.03
1984,10,23,11.33,84.38,15.25,3.47,99.27
1984,10,24,12.54,92.44,22.46,2.28,98.89
1984,10,25,13.56,92.5,15.91,2.08,99.03
1984,10,26,17.98,94.81,13.1,1.76,98.8
1984,10,27,19.32,82.56,15.15,3.48,98.2
1984,10,28,15.29,80.75,0.01,2.3,98.55
1984,10,29,15.56,83.62,2.47,1.31,98.91
1984,10,30,20.17,88.56,2.24,2.38,98.82
1984,10,31,22.05,90.5,12.41,3.91,98.58
1984,11,1,17.41,89.75,11.36,5.08,98.84
1984,11,2,8.47,78.25,0.05,2.83,99.48
1984,11,3,11.87,85,0.08,3.4,98.18
1984,11,4,13.31,78.25,0.07,3.31,98.16
1984,11,5,12.07,60.88,0,1.93,99.32
1984,11,6,12.48,66.94,0,2.56,99.12
1984,11,7,15.57,85.31,0,4.92,98.42
1984,11,8,19.74,85.88,0,4.77,98.3
1984,11,9,19.33,75.19,0,3.91,98.01
1984,11,10,9.6,58.94,0,4.16,98.97
1984,11,11,8.4,60.88,0,1.84,99.23
1984,11,12,9.5,76,0,2.16,99.37
1984,11,13,12,79.94,0,3.69,99.26
1984,11,14,16.3,86.88,0.03,4.49,98.61
1984,11,15,14.52,77.94,0,3.38,99.03
1984,11,16,9.44,64.94,0.05,3.13,99.57
1984,11,17,9.26,90,23.68,3.27,98.52
1984,11,18,7.11,89.56,3.67,2.92,98.26
1984,11,19,3.94,84.44,0,3.36,99.28
1984,11,20,4.53,83.12,0.12,1.87,100.07
1984,11,21,4.23,79.62,0,1.03,100.38
1984,11,22,3.79,74.69,0,1.12,100.33
1984,11,23,4.8,73.44,0.06,1.49,99.66
1984,11,24,7.62,81.25,6.42,3.12,98.81
1984,11,25,12.05,79.12,1.06,4.45,98.02
1984,11,26,9.64,85.44,1.78,2.69,97.89
1984,11,27,3.98,65.88,1.39,4.26,99.01
1984,11,28,5.67,64.56,0,3.99,98.7
1984,11,29,8.29,76.75,0.05,3.05,97.84
1984,11,30,8.4,66.19,0,1.7,98.51
1984,12,1,9.05,78.75,0,3.03,98.42
1984,12,2,6.58,76.19,0.14,3.5,98.87
1984,12,3,2.76,72.06,2.68,2.54,99.66
1984,12,4,1.78,92.56,11.82,3.52,99.43
1984,12,5,0.89,89.94,2.82,2.49,99.32
1984,12,6,-0.77,77.81,0,2.52,100.4
1984,12,7,3.12,80.19,0.18,3.16,99.62
1984,12,8,8.56,85.25,0.15,3.26,98.91
1984,12,9,12.97,80.31,0.04,3.13,98.58
1984,12,10,10.56,79.75,0,1.46,98.93
1984,12,11,13.38,87.88,0.07,3.73,98.16
1984,12,12,14.42,91.94,0.37,3.23,97.55
1984,12,13,15.7,88.06,21.03,3.19,97.29
1984,12,14,7.56,88.56,4.39,3.31,98.69
1984,12,15,17.71,92.62,19.41,6.05,98.47
1984,12,16,11.23,73.88,0.77,2.41,98.87
1984,12,17,13,92.19,5.41,2.59,99.01
1984,12,18,6.73,86.38,3.94,2.36,99.31
1984,12,19,11,95.19,1.4,1.19,98.88
1984,12,20,16.1,94.25,0.47,2.83,98.32
1984,12,21,14.36,79.31,1.54,3.12,98.22
1984,12,22,6.08,76.5,0,2.09,99.39
1984,12,23,8.89,84.38,0.21,2.85,98.79
1984,12,24,9.15,84.19,0.08,4.88,98.76
1984,12,25,0.45,79.69,0.03,2.64,100.01
1984,12,26,7.9,92.5,0.17,1.53,99.67
1984,12,27,15.26,95.06,0.5,3.51,99.22
1984,12,28,19.1,89.5,0.86,5.64,98.79
1984,12,29,18.48,94.94,9.97,3.94,98.73
1984,12,30,10.39,88.06,5.34,2.56,99.17
1984,12,31,10.07,91.69,33.52,4.61,98.25
1985,1,1,-1.92,80.94,3.78,4.66,99.48
1985,1,2,-3.6,75.62,0.94,4.4,100.07
1985,1,3,-1.75,78.19,0.08,1.98,99.73
1985,1,4,0.69,86.31,0,2.43,99.41
1985,1,5,2.43,80.81,0,2.65,99.57
1985,1,6,4.98,84.88,0.06,3.05,98.88
1985,1,7,4.26,81.38,0,2.48,99.34
1985,1,8,4.3,83.75,0.04,1.6,99.04
1985,1,9,6.48,91.69,0.48,3.82,98.38
1985,1,10,-0.06,79.62,0,4.05,99.47
1985,1,11,-2.08,80.81,0,4.93,100.36
1985,1,12,-5.06,68.62,0.13,4.06,100.63
1985,1,13,-1.46,79,0.32,2.09,99.55
1985,1,14,1.23,82.25,0,2.75,99.4
1985,1,15,0.57,75.69,0.31,2.25,99.19
1985,1,16,2.92,91,7.02,3.16,98.58
1985,1,17,3.19,78.75,0,3.15,98.77
1985,1,18,5.55,83,0.07,2.53,98.23
1985,1,19,4.76,82.06,0,4.78,98.29
1985,1,20,-8.72,51.75,0,6.07,100.45
1985,1,21,-4.1,66.94,0,1.59,100.28
1985,1,22,-0.67,68.88,0.02,0.98,99.96
1985,1,23,1.94,74.19,0.01,1.66,99.19
1985,1,24,5.32,73.38,0.07,1.75,98.84
1985,1,25,4.65,68.5,0.22,2.81,99.33
1985,1,26,-0.54,74.12,0.15,1.98,99.63
1985,1,27,4.74,89.75,1,3.91,98.45
1985,1,28,1.9,78.81,0.06,1.58,98.82
1985,1,29,7.45,85,0.21,4.3,98.2
1985,1,30,6.93,85.38,0.29,4.08,98.06
1985,1,31,-7.62,73.44,3.85,6.54,99.03
1985,2,1,-8.33,70.94,2.81,5,99.19
1985,2,2,-7.72,80.12,0,2.24,99.59
1985,2,3,-5.19,87,1.69,2.48,99.55
1985,2,4,-3.18,94.69,2.61,2.38,98.99
1985,2,5,-1.66,92.38,0.06,2.1,98.63
1985,2,6,-1.24,86.56,0.02,2.05,98.97
1985,2,7,-0.63,78.94,0,2.23,99.84
1985,2,8,1.88,79.38,0.15,3.42,99.52
1985,2,9,7.95,90.25,0.2,5.45,98.5
1985,2,10,5.94,80.94,0.01,4.43,98.66
1985,2,11,-0.19,65.5,0,4.94,99.71
1985,2,12,4.18,61.19,0,1.55,99.46
1985,2,13,6.57,74.12,0,2.56,99.16
1985,2,14,5.79,63.5,0,3.27,99.62
1985,2,15,3.73,68.25,0,2.57,99.28
1985,2,16,8.53,74.88,0.05,4.63,98.25
1985,2,17,8.37,85,0,2.4,98.98
1985,2,18,11.33,92.62,0.78,2.2,99.39
1985,2,19,9.49,89.88,1.07,1.66,99.33
1985,2,20,12.24,87.06,2.61,4.6,98.66
1985,2,21,16.61,92.62,2.58,4.95,98.33
1985,2,22,18.69,94.25,15.88,4.74,98.22
1985,2,23,15.64,76.19,18.57,5.27,97.99
1985,2,24,7.67,75.44,0,3.56,99.22
1985,2,25,9.68,78.19,0,2.24,99
1985,2,26,10.2,80.06,0.01,4.26,99.11
1985,2,27,6.79,75.81,0.02,2.94,99.77
1985,2,28,8.33,93.62,3.85,2.16,99.22
1985,3,1,13.48,82.5,0.74,3.05,98.28
1985,3,2,14.57,84.56,0.15,2.48,98.42
1985,3,3,19.59,84.94,5.42,7.41,97.37
1985,3,4,10.28,64.12,1.61,3.5,98.43
1985,3,5,7.92,64.06,0,2.02,99.61
1985,3,6,9.65,75.88,0,3.47,99.48
1985,3,7,16.08,84.38,0.01,4.5,98.99
1985,3,8,19.52,84.94,0,2.87,99.14
1985,3,9,18.12,82.88,0,1.19,99.41
1985,3,10,18.94,78.5,0,4.04,98.81
1985,3,11,20.76,76.75,0.04,4.91,98.18
1985,3,12,13.22,68.25,4.31,3.62,98.71
1985,3,13,15.01,89.5,22.72,4.39,98.51
1985,3,14,9.67,72.38,3.63,4.09,99.29
1985,3,15,9.94,74.5,0.4,2.09,99.22
1985,3,16,10.83,80.94,0.56,2.25,99.03
1985,3,17,11.05,70.25,0.01,2.84,99.41
1985,3,18,12.62,66.44,1.13,2.04,99.14
1985,3,19,14.35,84.38,10.04,4.6,98.45
1985,3,20,15.34,77.19,28.32,2.45,97.59
1985,3,21,10.67,83.81,0.87,4.01,98.1
1985,3,22,11.72,80.81,0.16,2.27,98.07
1985,3,23,13.16,69.88,0,2.66,98.54
1985,3,24,13.79,68.06,0,1.95,98.56
1985,3,25,16.64,76.06,0.37,2.73,98.76
1985,3,26,17.15,88.56,6.22,4.91,98.66
1985,3,27,21.61,83.56,2.15,5.86,97.97
1985,3,28,22.17,81.62,0.29,4.73,97.58
1985,3,29,21.13,89.5,14.94,4.37,97.4
1985,3,30,12.35,72.31,1.98,5.1,97.96
1985,3,31,10.3,55.38,0,2.66,98.71
1985,4,1,11.46,61.81,0.06,2.97,99.13
1985,4,2,14.47,59.81,0,2.77,98.98
1985,4,3,16.97,65.62,0.1,3.8,97.88
1985,4,4,18.62,74.94,0.01,5.77,97.06
1985,4,5,14.51,60,0,4.18,97.92
1985,4,6,15.21,66.19,0,3.35,98.34
1985,4,7,13.56,69.75,0,4.02,99.46
1985,4,8,11.84,64.06,0,2.61,100.04
1985,4,9,13.71,63.56,0.01,2.91,99.49
1985,4,10,16.12,75.88,0.17,4.02,98.95
1985,4,11,17.49,81.75,0.19,2.16,98.99
1985,4,12,18.14,80.5,7.71,2.33,99.12
1985,4,13,17.39,83.31,5.04,2.27,98.98
1985,4,14,18.12,69.44,0.18,2.34,98.62
1985,4,15,20.15,63.75,0,1.84,97.97
1985,4,16,18.6,67.94,0,2.17,98.5
1985,4,17,20.35,75.69,0,3.09,98.71
1985,4,18,21.71,66,0.01,4.33,98.6
1985,4,19,20.26,82,0.13,5.52,98.21
1985,4,20,22.33,81.31,1.97,5.19,98.1
1985,4,21,21.3,87.06,17.44,4.65,97.94
1985,4,22,22.58,81.12,14.82,4.54,97.49
1985,4,23,19.15,67.31,0.01,3.05,98.04
1985,4,24,18.05,63,0,1.98,98.51
1985,4,25,18.42,66.12,0,3.63,97.94
1985,4,26,21.68,82.69,1.91,3.92,97.57
1985,4,27,23.03,86.31,21,2.16,98.28
1985,4,28,22.08,92,16,2.43,98.6
1985,4,29,21.84,89.5,10.4,2.62,98.37
1985,4,30,22.01,73.75,2.02,3.2,98.18
1985,5,1,19.33,74.94,0,3.82,98.46
1985,5,2,18.83,75.25,0.05,3.78,98.8
1985,5,3,18.62,71.56,0.06,1.7,98.91
1985,5,4,19.06,70.19,0,2.63,98.56
1985,5,5,21.12,70.19,0.02,4.27,98.3
1985,5,6,21.74,71.12,0.4,3.46,98.42
1985,5,7,23.28,73.75,0.86,2.6,98.32
1985,5,8,22.51,77.25,0.56,1.91,98.59
1985,5,9,21.6,72.38,0,2.46,98.61
1985,5,10,22.36,76.56,6.09,3.85,98.08
1985,5,11,23.28,78.69,6.62,3.95,97.63
1985,5,12,24.46,80.25,12.06,4.1,97.71
1985,5,13,23.37,84.94,14.63,4.75,97.59
1985,5,14,18.23,51.56,0,2.95,98.43
1985,5,15,21.02,56.75,0,1.92,98.8
1985,5,16,21.55,73.25,2.42,1.81,98.76
1985,5,17,18.83,68.62,0.01,1.91,98.52
1985,5,18,17.51,72.12,0.47,1.26,98.33
1985,5,19,20.56,68.44,13.29,2.53,98.05
1985,5,20,21.84,82.19,22.86,3.23,98.05
1985,5,21,21.3,86.19,8.29,1.92,98.24
1985,5,22,20.14,75.94,1.17,1.41,98.49
1985,5,23,20.74,66.5,0,1.86,98.71
1985,5,24,22.44,63.62,0.04,1.17,98.59
1985,5,25,23.83,63.69,0.06,2.56,98.28
1985,5,26,24.47,66.69,0.01,4.42,97.95
1985,5,27,26.22,70.81,0,4.29,97.84
1985,5,28,27.7,68.19,0,4.17,97.83
1985,5,29,29.76,62.12,0,4.17,97.62
1985,5,30,29.65,53.31,0,4.67,97.56
1985,5,31,28.02,51.06,0.01,3.31,98.05
1985,6,1,27.65,53.06,0.03,3.3,98.12
1985,6,2,27.84,52.88,0.03,4.28,98.03
1985,6,3,28.59,58.81,0.18,4.64,98.13
1985,6,4,27.32,68.5,16.54,4.77,98.13
1985,6,5,24.97,82.5,37.45,3.12,98.19
1985,6,6,24.7,76.5,10.15,3.05,98.32
1985,6,7,25.99,68.62,0,1.3,98.58
1985,6,8,28.46,62.31,0,1.97,98.26
1985,6,9,28.92,61.69,0.25,2.59,98.12
1985,6,10,27.62,62.81,4.1,3.23,98.14
1985,6,11,24.93,73.12,12.25,3.06,98.45
1985,6,12,21.37,64.75,0,3.25,99
1985,6,13,21.79,59.06,0,2.05,98.72
1985,6,14,24.74,55.94,0,3.11,98.17
1985,6,15,27.85,61.56,0.04,1.99,98.13
1985,6,16,30.09,54.75,0.07,2.66,98.16
1985,6,17,29.87,56.69,2.31,3.75,98.26
1985,6,18,23.76,75.62,4.84,2.43,98.62
1985,6,19,24.5,54.62,0.01,2.06,98.77
1985,6,20,25.33,55,0.45,3.48,98.39
1985,6,21,27.15,66.19,0.8,4.98,98.04
1985,6,22,27.18,70.94,1.09,3.95,98.44
1985,6,23,27.65,62.88,0.72,4.27,98.68
1985,6,24,28.61,58.12,0.38,3.77,98.61
1985,6,25,28.64,59.19,3.02,4.12,98.41
1985,6,26,28.73,58,3.49,3.56,98.31
1985,6,27,23.44,69.06,16.88,3.59,98.88
1985,6,28,23.67,53.12,0,2.31,99.02
1985,6,29,25.87,49.12,0,1.38,98.91
1985,6,30,27.98,41.56,0,2.74,98.76
1985,7,1,28.43,38.81,0.01,3.1,98.78
1985,7,2,27.85,52.44,1.7,1.97,98.86
1985,7,3,25.28,69.19,1.12,2.11,98.75
1985,7,4,27.69,59,0.08,3.2,98.44
1985,7,5,28.46,54.56,0,2.23,98.28
1985,7,6,27.76,52.62,0,2.61,98.52
1985,7,7,28.87,47.12,0.04,1.95,98.7
1985,7,8,30.03,51.56,0.04,2.91,98.89
1985,7,9,31.37,46.44,0,3.08,98.64
1985,7,10,33.19,42.38,0.74,2.38,98.36
1985,7,11,32.63,45.25,0.32,2,98.41
1985,7,12,31.83,44.44,0.15,2.96,98.41
1985,7,13,32.11,38.62,0,4.16,98.44
1985,7,14,31.41,44.5,0.32,3.95,98.53
1985,7,15,31.33,45.81,0.13,2.74,98.53
1985,7,16,32.29,41.12,0.84,2.3,98.48
1985,7,17,31.99,41.88,0.03,2.74,98.44
1985,7,18,32.74,41.25,0.14,3.12,98.45
1985,7,19,31.7,45.81,0.91,2.62,98.61
1985,7,20,29.24,55.38,5.26,2.14,98.61
1985,7,21,28.55,63.69,6.4,1.38,98.31
1985,7,22,28.7,64.88,11.66,1.15,98.25
1985,7,23,28.73,65.44,9.01,1.38,98.15
1985,7,24,28.25,62.5,1.8,3.01,98.01
1985,7,25,28.45,68.81,4.98,3.04,98.33
1985,7,26,27.94,73.75,0.51,1.12,98.7
1985,7,27,29.91,62.81,0.21,0.84,98.57
1985,7,28,31.34,52.88,0.24,2.15,98.34
1985,7,29,32.29,47.06,0,2.45,98.39
1985,7,30,31.88,45.56,0.04,3.6,98.52
1985,7,31,31.78,42.69,0,3.08,98.54
1985,8,1,33.06,41.69,0.14,1.95,98.5
1985,8,2,33.54,37.38,0.81,1.96,98.46
1985,8,3,33.14,42.44,0.2,2.76,98.35
1985,8,4,34,37.38,0.06,3.45,98.33
1985,8,5,34.26,34.31,0.1,3.36,98.31
1985,8,6,34.04,36,0.93,2.87,98.21
1985,8,7,34.64,33.69,0.38,2.02,98.24
1985,8,8,34.79,32.19,0,2.75,98.11
1985,8,9,34.45,32.31,0,4.11,98.13
1985,8,10,33.79,33.31,0,2.94,98.36
1985,8,11,33.47,29.81,0,3.08,98.36
1985,8,12,33.54,33.06,0.03,3.81,98.14
1985,8,13,32.69,38.5,0.47,3.83,98.27
1985,8,14,31.08,45,4.42,2.6,98.29
1985,8,15,30.05,51.88,1.41,1.27,98.19
1985,8,16,31.91,44.62,0.12,1.45,98.12
1985,8,17,33.98,38.38,0,3.41,98.29
1985,8,18,34.12,34.75,0,3.11,98.5
1985,8,19,34.65,32.38,0.46,2.38,98.41
1985,8,20,34.98,34.81,0.81,2.1,98.45
1985,8,21,33.75,41.19,0.56,3.66,98.56
1985,8,22,34.52,33.94,0,4.07,98.31
1985,8,23,34.23,35.12,0.55,3.87,98.27
1985,8,24,31.42,44.5,2.3,2.6,98.49
1985,8,25,28.94,38.88,0.19,3.11,98.75
1985,8,26,29.56,35.25,0.77,1.96,98.85
1985,8,27,29.12,38.56,0.44,2.66,99.03
1985,8,28,29.65,41.75,0,2.81,99.02
1985,8,29,30.23,39.31,0,2.41,98.75
1985,8,30,31.06,38.06,0,1.45,98.58
1985,8,31,33.12,32.81,0,1.7,98.39
1985,9,1,34.25,29.94,0,1.88,98.41
1985,9,2,32.06,32.88,0,2.88,98.25
1985,9,3,32.98,35.31,0,1.89,97.91
1985,9,4,32.69,43.31,0,5.28,98.15
1985,9,5,30.98,49.88,0.69,5.29,98.22
1985,9,6,30.83,51.25,0.83,4.9,98.4
1985,9,7,31.01,50.06,0.17,4.32,98.68
1985,9,8,31.51,43.31,0.03,3.62,98.66
1985,9,9,30.78,44.38,0.12,3.09,98.49
1985,9,10,28.89,54.94,1.28,2.77,98.47
1985,9,11,27.49,58.81,0.25,2.74,98.61
1985,9,12,27.97,55.94,4.22,2.62,98.76
1985,9,13,25.91,76.38,40.15,1.25,99.07
1985,9,14,22.83,74.75,1.97,2.57,99.37
1985,9,15,22.58,74.69,1.32,1.83,99.23
1985,9,16,24.28,70,0.17,2.88,98.68
1985,9,17,25.75,64.31,0,4.37,98.39
1985,9,18,27.1,66.06,0,4.46,98.71
1985,9,19,25.9,64.06,0,3.54,98.86
1985,9,20,25.38,62.69,0.04,2.93,98.74
1985,9,21,24.4,57.25,0.2,2.7,98.41
1985,9,22,25.8,62.38,2.91,4.38,97.97
1985,9,23,20.86,53.38,0.14,4.71,98.61
1985,9,24,19.08,45.94,0,2.77,98.85
1985,9,25,21.43,54.56,0,4.68,98.25
1985,9,26,17.07,47.75,0,2.38,98.91
1985,9,27,19.55,41.12,0,3.86,98.53
1985,9,28,20.99,73.62,28.77,4.8,98.62
1985,9,29,16.09,84.75,7.71,5.41,98.55
1985,9,30,10.42,60.69,0.01,4.16,99.42
1985,10,1,12.4,58.38,0,2,99.29
1985,10,2,15.18,56.94,0.03,1.52,98.96
1985,10,3,19.8,55.62,0.01,2.95,98.57
1985,10,4,17.19,58,0.01,4.55,99.04
1985,10,5,14.71,49.75,0.01,2.09,99.56
1985,10,6,16.3,45.44,0,3.65,98.75
1985,10,7,19.4,61.31,0,5.91,98.23
1985,10,8,22.53,75.56,0.14,4.84,98.39
1985,10,9,23.22,73.94,0.77,4.82,98.74
1985,10,10,22.93,81.06,4.97,3.63,98.7
1985,10,11,22.44,72.44,1.35,3.73,98.49
1985,10,12,24.38,71.94,0.53,3.61,98.32
1985,10,13,25.41,73.69,4.15,3.78,98.3
1985,10,14,21.22,84.69,9.43,3.2,98.44
1985,10,15,16.94,71.31,0.41,2.8,99.01
1985,10,16,17.73,76.12,0.54,1.63,99.15
1985,10,17,20.09,93.12,39.32,3.06,98.82
1985,10,18,23.76,91.5,50.21,3.58,98.74
1985,10,19,19.79,87,13.55,2.32,98.94
1985,10,20,17.77,83.19,0.08,1.79,99.05
1985,10,21,16.94,88.19,0.04,1.01,98.82
1985,10,22,19.31,87.69,0.02,2.16,98.47
1985,10,23,21.75,85.5,0.07,2.97,98.19
1985,10,24,20.34,82.25,0.18,1.43,98.67
1985,10,25,21.36,84.12,0.74,1.45,98.97
1985,10,26,19.4,83.31,0.75,1.38,98.74
1985,10,27,16.61,76.38,0,2.55,98.76
1985,10,28,16.15,84.38,2.9,4.99,98.28
1985,10,29,12.78,88.5,6.57,5.92,98.06
1985,10,30,11.28,79.31,1.29,5.66,98.05
1985,10,31,11.32,73.19,0,2.88,97.4
1985,11,1,11.09,78.94,3.31,2.86,97.7
1985,11,2,9.83,70.44,0.04,3.07,98.37
1985,11,3,10.69,64.75,0,1.66,98.78
1985,11,4,12.26,65.12,0,1.57,99.19
1985,11,5,13.93,68.88,0,3.2,98.64
1985,11,6,12.76,75.69,0,3.73,98.2
1985,11,7,9.7,64.25,0,1.75,98.98
1985,11,8,13.94,78.19,0,4.46,98.58
1985,11,9,20.94,80.69,0,6.26,98.14
1985,11,10,17.19,80.88,0.12,3.74,98.69
1985,11,11,9.6,80.81,0.27,2.56,99.06
1985,11,12,19.71,90.88,0.44,3.84,98.65
1985,11,13,21.06,90.56,0.86,3.67,98.56
1985,11,14,20.54,91.5,3.56,3.27,98.5
1985,11,15,9.03,80.5,8.68,3.2,99.15
1985,11,16,10.21,71.81,0.05,1.57,99.03
1985,11,17,16.37,88.62,1.77,3.85,98.52
1985,11,18,21.19,93.69,3.31,5.41,98.2
1985,11,19,15.98,63.81,0.94,5.47,98.86
1985,11,20,3.15,57.25,0.03,3.52,99.86
1985,11,21,7.26,78.94,0.21,2.16,98.93
1985,11,22,11.02,90,0.04,1.57,98.72
1985,11,23,15.04,85.31,0.1,3.45,98.62
1985,11,24,12.6,83.81,0.55,1.88,98.71
1985,11,25,18.01,94.62,5.82,3.38,98.27
1985,11,26,19.67,96.44,10.43,3.29,98.1
1985,11,27,5.16,83.12,1.56,3.37,98.49
1985,11,28,2.21,79.94,0.16,1.98,98.59
1985,11,29,5.7,86.69,1.23,2.48,98.39
1985,11,30,13.68,91.06,6.35,3.62,97.84
1985,12,1,-1.45,63.19,0.02,5.35,99.18
1985,12,2,-3.45,64.69,0,3.06,100.13
1985,12,3,0.58,79.44,0,2.54,99.37
1985,12,4,7.2,84.12,0.08,3.04,99.13
1985,12,5,6.75,68.25,0,2.32,99.78
1985,12,6,7.51,70.81,0.02,2.45,99.33
1985,12,7,9.84,71.5,0.05,3.24,98.75
1985,12,8,10.51,74.75,0.09,1.78,98.66
1985,12,9,16.91,90.38,2.63,4.59,98.42
1985,12,10,11.78,92.19,7.64,3.46,98.63
1985,12,11,0.09,78.31,2.11,4.96,99.27
1985,12,12,-1.59,82,0.61,3.12,99.05
1985,12,13,-3.76,73.44,0.05,3.73,99.54
1985,12,14,-1.56,68.19,0,2.25,99.92
1985,12,15,0.91,74.94,0.01,2.18,99.62
1985,12,16,2.33,82.69,0,1.5,99.63
1985,12,17,3.93,77.19,0,1.09,99.5
1985,12,18,0.28,76.56,0,3.43,99.98
1985,12,19,1.34,67.5,0,1.67,99.78
1985,12,20,0.37,80.5,0,1.82,99.85
1985,12,21,4.26,79.69,0,1.41,99.6
1985,12,22,7.82,84.25,0,2.91,98.89
1985,12,23,8.12,74,0,2.86,98.59
1985,12,24,5.25,67.19,0,3.87,99.16
1985,12,25,-2.81,57.44,0,2.95,100.06
1985,12,26,3.21,72.81,0,3.61,98.93
1985,12,27,4.2,83.62,0,2.48,99.18
1985,12,28,3.85,77.19,0,1.28,99.12
1985,12,29,6.28,80.69,0,1.44,99.07
1985,12,30,10.33,80.38,0.05,4.31,98.26
1985,12,31,5.31,69.94,0,3.86,98.95
1986,1,1,4.9,68.25,0,1.99,99.22
1986,1,2,7.12,75.75,0,3.01,98.79
1986,1,3,5.51,66.75,0.17,1.77,99.07
1986,1,4,6.06,65,0,4.76,99.21
1986,1,5,1.02,61.44,0,2.02,99.89
1986,1,6,4.86,67.06,0,3.85,98.43
1986,1,7,2.04,79.44,0,5.16,99.61
1986,1,8,-0.53,63.25,0.01,2.96,100.52
1986,1,9,3.07,53.12,0,1.03,100.06
1986,1,10,4.34,64.75,0,2.38,99.65
1986,1,11,6.26,65.94,0,1.75,99.67
1986,1,12,6.54,67.25,0,3.46,99.66
1986,1,13,6.25,58.12,0,1.9,99.7
1986,1,14,8.3,60.69,0,2.32,99
1986,1,15,9.41,78,0,2.43,99.03
1986,1,16,11.94,90.81,0.04,3.76,99.03
1986,1,17,12.08,83.56,0.03,2.38,99.03
1986,1,18,10.71,78.5,0,2.64,98.89
1986,1,19,11.13,56.69,0,2.19,98.86
1986,1,20,13.91,60.38,0,3.18,98.31
1986,1,21,12.81,65.94,0,4.31,98.48
1986,1,22,4.55,62,0,3.32,99.82
1986,1,23,5.28,72.88,0,2.84,99.57
1986,1,24,10.38,75.69,0,4.05,98.61
1986,1,25,7.73,60.88,0,4.06,99.3
1986,1,26,4.26,56.38,0,3.99,99.82
1986,1,27,0.12,51.62,0,2.33,99.58
1986,1,28,9.3,57.75,0,4.69,98.09
1986,1,29,9.01,62,0,4.3,98.86
1986,1,30,8.46,72.75,0,2.71,99.26
1986,1,31,15.35,79.94,0,5.02,98.71
1986,2,1,17.94,83.31,3.17,4.51,98.76
1986,2,2,17.19,92.38,29.4,3.12,98.83
1986,2,3,16.29,90,20,2.83,97.91
1986,2,4,14.62,68.62,4.44,2.5,97.62
1986,2,5,9.02,86.38,18.25,3.98,97.92
1986,2,6,6.97,76.25,0.07,2.99,98.27
1986,2,7,6.24,85.5,1.8,3.2,98.45
1986,2,8,1.55,78.69,1.24,3.83,99.1
1986,2,9,-0.2,84.44,1.48,3.68,99.02
1986,2,10,-2.92,79.75,0.91,4.61,99.02
1986,2,11,-3.38,70.81,0.01,2.58,99.63
1986,2,12,-1.96,77.38,0.03,1.81,99.98
1986,2,13,3,80.19,0.06,5.17,99.14
1986,2,14,5.49,78.06,0.01,4.91,98.8
1986,2,15,7.05,76.75,0,4.02,98.69
1986,2,16,14.87,78.5,0,3.83,97.82
1986,2,17,14.77,59.75,0,3.27,97.7
1986,2,18,16.4,59.75,0,2.36,97.5
1986,2,19,18.52,63.38,0,1.91,97.7
1986,2,20,12.74,62.69,0,4.34,97.99
1986,2,21,2.77,64.62,0,3.95,98.83
